pe/LEY-28008-2003.md	LEY-28008-2003	Ley de Delitos Aduaneros	2003-06-19	2003-06-19T00:00:00Z	2003
pe/LEY-28015-2003.md	LEY-28015-2003	Ley de Promoción y Formalización de la Micro y Pequeña Empresa	2003-07-03	2003-07-03T00:00:00Z	2003
pe/LEY-REMYPE-2003.md	LEY-REMYPE-2003	Régimen REMYPE laboral	2003-07-03	2003-07-03T00:00:00Z	2003
pe/LEY-28044-2003.md	LEY-28044-2003	Ley N° 28044 - Ley General de Educación	2003-07-29	2003-07-29T00:00:00Z	2003
pe/DS-015-2003-JUS.md	DS-015-2003-JUS	Reglamento del Código de Ejecución Penal	2003-09-11	2003-09-11T00:00:00Z	2003
pe/DS-010-2003-TR.md	DS-010-2003-TR	TUO de la Ley de Relaciones Colectivas de Trabajo	2003-10-05	2003-10-05T00:00:00Z	2003
pe/LEY-28090-2003.md	LEY-28090-2003	Ley que regula el Cierre de Minas	2003-10-14	2003-10-14T00:00:00Z	2003
pe/LEY-28094-2003.md	LEY-28094-2003	Ley de Organizaciones Políticas	2003-11-01	2003-11-01T00:00:00Z	2003
pe/LEY-28112-2003.md	LEY-28112-2003	Ley N 28112 - Ley Marco de la Administracion Financiera del Sector Publico	2003-11-28	2003-11-28T00:00:00Z	2003
pe/LEY-28175-2004.md	LEY-28175-2004	Ley Marco del Empleo Público	2004-02-19	2004-02-19T00:00:00Z	2004
pe/LEY-28237-2004.md	LEY-28237-2004	Código Procesal Constitucional	2004-05-31	2004-05-31T00:00:00Z	2004
pe/LEY-28245-2004.md	LEY-28245-2004	Ley Marco del Sistema Nacional de Gestión Ambiental	2004-06-08	2004-06-08T00:00:00Z	2004
pe/LEY-28301-TC-2004.md	LEY-28301-TC-2004	Ley Orgánica del Tribunal Constitucional	2004-07-23	2004-07-23T00:00:00Z	2004
pe/LEY-28301-2004.md	LEY-28301-2004	Ley Orgánica del Tribunal Constitucional	2004-07-23	2004-07-23T00:00:00Z	2004
pe/LEY-28303-2004.md	LEY-28303-2004	Ley N° 28303 - Ley Marco de Ciencia, Tecnología e Innovación Tecnológica	2004-07-27	2004-07-27T00:00:00Z	2004
pe/DLEG-PROCESAL-PENAL-2004.md	DLEG-PROCESAL-PENAL-2004	Código Procesal Penal	2004-07-29	2004-07-29T00:00:00Z	2004
pe/DLEG-PROCESAL-PENAL-2-2004.md	DLEG-PROCESAL-PENAL-2-2004	Código Procesal Penal (del artículo 446 al final)	2004-07-29	2004-07-29T00:00:00Z	2004
pe/DLEG-957-2004.md	DLEG-957-2004	Nuevo Código Procesal Penal	2004-07-29	2004-07-29T00:00:00Z	2004
